strain	species	species_match	contig_count	N50	largest_contig	total_size	ambiguous_bases	QC_warnings	ST	Antibiotic	Resistance.phenotype	Measurement.sign	Measurement	Measurement.units	Laboratory.Typing.Method	Testing.standard	Testing.standard.year.or.version	Laboratory.Typing.Platform	Vendor	Laboratory.Typing.Method.Version.or.Reagent	index	Greater	Measurement.Round	Flq_mutations
16703_7_14	Klebsiella pneumoniae	strong	145	351043	782218	5605444	no	-	ST29	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
16703_7_31	Klebsiella pneumoniae	strong	144	376128	837579	5598644	no	-	ST29	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
16703_7_35	Klebsiella pneumoniae	strong	67	422956	1004447	5184393	no	-	ST3096	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
16703_7_38	Klebsiella pneumoniae	strong	140	376128	837582	5598941	no	-	ST29	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
16703_7_58	Klebsiella pneumoniae	strong	139	351043	782218	5591909	no	-	ST29	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
16780_6_12	Klebsiella pneumoniae	strong	91	372881	983727	5337883	no	-	ST323	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
16852_1_72	Klebsiella pneumoniae	strong	73	352425	899434	5150593	no	-	ST2267	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
16870_7_55	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	37	755313	1036872	5087487	no	-	ST3097-1LV	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
16870_8_24	Klebsiella variicola subsp. variicola	strong	68	533057	1832426	5838578	no	-	ST347	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
16870_8_86	Klebsiella pneumoniae	strong	144	376128	837582	5605270	no	-	ST29	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
INF302	Klebsiella pneumoniae	strong	6	5228896	5228896	5536720	no	-	ST323	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
INF333	Klebsiella pneumoniae	strong	4	5227693	5227693	5477591	no	-	ST323	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
INF355	Klebsiella pneumoniae	strong	4	5119122	5119122	5442153	no	-	ST491	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
INF345	Klebsiella variicola subsp. variicola	strong	6	5417244	5417244	5952697	no	-	ST347	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN1858	Klebsiella quasipneumoniae subsp. quasipneumoniae	strong	61	474585	1155136	5178957	no	-	ST5671-1LV	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
KPN1860	Klebsiella pneumoniae	strong	95	264476	629049	5395216	no	-	ST219	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
KPN1864	Klebsiella pneumoniae	strong	70	371219	1467491	5358198	no	-	ST1107	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	2	2	-
KPN1900	Klebsiella pneumoniae	strong	266	295012	576258	5658216	no	-	ST323	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN1908	Klebsiella variicola subsp. variicola	strong	127	196329	653664	6086367	no	-	ST347	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
KPN1909	Klebsiella pneumoniae	strong	50	348433	601649	5307599	no	-	ST280	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
KPN1916	Klebsiella pneumoniae	strong	284	279202	576184	5623329	no	-	ST323	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
KPN1917	Klebsiella pneumoniae	strong	68	436917	1074494	5366762	no	-	ST2159	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	2	2	-
KPN1919	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	81	313905	814622	5327532	no	-	ST414-2LV	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
KPN1923	Klebsiella pneumoniae	strong	262	357216	831293	5534168	no	-	ST1876	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN1924	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	54	784051	2482247	5399731	no	-	ST5551	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN1927	Klebsiella pneumoniae	strong	62	475499	1891236	5315074	no	-	ST22	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
KPN1929	Klebsiella variicola subsp. variicola	strong	66	364367	906276	5569499	no	-	ST1175	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN1933	Klebsiella pneumoniae	strong	79	333686	642734	5525168	no	-	ST45	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN1938	Klebsiella pneumoniae	strong	71	355541	568275	5208469	no	-	ST592	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN1941	Klebsiella variicola subsp. variicola	strong	368	101846	361767	5696248	no	-	ST1582	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN1943	Klebsiella pneumoniae	strong	86	224365	461034	5215317	no	-	ST1537	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
KPN1946	Klebsiella pneumoniae	strong	36	478725	1185827	5196578	no	-	ST2	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN1952	Klebsiella pneumoniae	strong	70	359556	788629	5272641	no	-	ST45	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN1953	Klebsiella pneumoniae	strong	94	250493	722614	5431560	no	-	ST485	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN1956	Klebsiella pneumoniae	strong	120	427955	834460	5455698	no	-	ST1801	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	2	2	-
KPN1964	Klebsiella pneumoniae	strong	116	200001	512993	5671297	no	-	ST792	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
KPN1968	Klebsiella pneumoniae	strong	37	338726	897597	5144292	no	-	ST1897	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
KPN1970	Klebsiella pneumoniae	strong	210	192164	382426	5867685	no	-	ST20	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN1976	Klebsiella pneumoniae	strong	59	478712	1724601	5496722	no	-	ST17	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN1977	Klebsiella pneumoniae	strong	60	647557	742451	5114091	no	-	ST661	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN1978	Klebsiella variicola subsp. variicola	strong	48	503981	941362	5560613	no	-	ST2456-2LV	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	2	2	-
KPN1980	Klebsiella variicola subsp. variicola	strong	81	349432	547044	5727983	no	-	ST363-1LV	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN1981	Klebsiella pneumoniae	strong	66	411723	1312773	5639366	no	-	ST23	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	2	2	-
KPN1985	Klebsiella pneumoniae	strong	269	126050	484578	5567334	no	-	ST1079	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN1991	Klebsiella pneumoniae	strong	49	428392	1083882	5341089	no	-	ST896	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
KPN1993	Klebsiella pneumoniae	strong	64	473038	609145	5460574	no	-	ST221	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN1997	Klebsiella pneumoniae	strong	94	274275	753397	5466731	no	-	ST13	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
KPN1998	Klebsiella pneumoniae	strong	91	350172	605040	5208776	no	-	ST107	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN2009	Klebsiella pneumoniae	strong	82	262998	459172	5342111	no	-	ST3712	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN2011	Klebsiella pneumoniae	strong	105	269594	499045	5335905	no	-	ST5583	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN2017	Klebsiella pneumoniae	strong	105	277908	600153	5397716	no	-	ST70	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN2018	Klebsiella variicola subsp. variicola	strong	87	220058	637408	5505953	no	-	ST1562	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
KPN2019	Klebsiella variicola subsp. variicola	strong	63	337304	1255581	5454825	no	-	ST2594-1LV	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
KPN2022	Klebsiella pneumoniae	strong	48	434405	961464	5504268	no	-	ST215	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN2024	Klebsiella pneumoniae	strong	167	143539	745133	5630377	no	-	ST3043	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
KPN2027	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	48	784046	2482247	5230988	no	-	ST5551	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
KPN2035	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	41	784044	2482247	5390310	no	-	ST5551	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN2037	Klebsiella pneumoniae	strong	51	379943	1180232	5211697	no	-	ST496	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN2041	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	59	506735	1206066	5399250	no	-	ST5551	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN2043	Klebsiella variicola subsp. variicola	strong	133	178779	517763	5852687	no	-	ST347	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
KPN2077	Klebsiella pneumoniae	strong	126	180512	362612	5704577	no	-	ST20	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN2089	Klebsiella pneumoniae	strong	134	198062	466643	5531000	no	-	ST611	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN2103	Klebsiella pneumoniae	strong	114	325623	542302	5438304	no	-	ST4558	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN2132	Klebsiella pneumoniae	strong	176	152947	376128	5776711	no	-	ST29	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	2	2	-
KPN2135	Klebsiella variicola subsp. variicola	strong	155	163620	463196	6099737	no	-	ST347	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
KPN2138	Klebsiella variicola subsp. variicola	strong	131	215863	537419	6106610	no	-	ST347	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	4	4	-
KPN2156	Klebsiella pneumoniae	strong	82	378554	584032	5472182	no	-	ST105	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN2166	Klebsiella pneumoniae	strong	68	425112	930788	5448490	no	-	ST716	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN2188	Klebsiella pneumoniae	strong	55	358634	727874	5303780	no	-	ST45	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN2244	Klebsiella pneumoniae	strong	110	205985	460134	5514735	no	-	ST37	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
KPN2246	Klebsiella pneumoniae	strong	88	288596	460588	5365640	no	-	ST2264	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	EUCAST		Vitek	Biomerieux		Alfred_KASPAH	1	1	-
SRR18486038	Klebsiella pneumoniae	strong	136	210371	406433	5568175	no	-	ST678	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI		Sensititre			bachman_2022	2	2	-
SRR18486060	Klebsiella pneumoniae	strong	58	538732	1422786	5379331	no	-	ST17	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI		Sensititre			bachman_2022	4	4	-
SRR18982347	Klebsiella pneumoniae	strong	78	306590	1098170	5610128	no	-	ST2121	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI		Sensititre			bachman_2022	2	2	-
SRR19090174	Klebsiella pneumoniae	strong	72	463508	1982685	5528647	no	-	ST391	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI		Sensititre			bachman_2022	2	2	-
SRR19090187	Klebsiella pneumoniae	strong	58	441371	1659762	5373688	no	-	ST2004	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI		Sensititre			bachman_2022	2	2	-
SRR19090188	Klebsiella pneumoniae	strong	166	321331	1301272	5561308	no	-	ST3096	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI		Sensititre			bachman_2022	4	4	-
ERR474467	Klebsiella pneumoniae	strong	130	309177	769298	5403479	no	-	ST76	ciprofloxacin	resistant		1	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	1	1	-
ERR474486	Klebsiella variicola subsp. variicola	strong	278	197979	851586	5974008	no	-	ST250	ciprofloxacin	resistant		4	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	4	4	-
ERR474508	Klebsiella pneumoniae	strong	89	389511	1561688	5443625	no	-	ST336	ciprofloxacin	resistant		4	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	4	4	-
ERR474553	Klebsiella pneumoniae	strong	165	277961	730995	5504395	no	-	ST2004	ciprofloxacin	resistant		64	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	64	64	-
ERR486284	Klebsiella pneumoniae	strong	207	203779	457474	5518474	no	-	ST152	ciprofloxacin	resistant		1	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	1	1	-
ERR486299	Klebsiella variicola subsp. variicola	strong	239	266465	471919	5758212	no	-	ST3707	ciprofloxacin	resistant		4	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	4	4	-
ERR486302	Klebsiella pneumoniae	strong	199	198166	444650	5296394	no	-	ST448	ciprofloxacin	resistant		8	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	8	8	-
ERR486305	Klebsiella pneumoniae	strong	221	204859	378685	5567651	no	-	ST20	ciprofloxacin	resistant		1	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	1	1	-
ERR486311	Klebsiella pneumoniae	strong	202	196749	428440	5618390	no	-	ST35	ciprofloxacin	resistant		1	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	1	1	-
ERR486332	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	174	345579	652613	5331182	no	-	ST384	ciprofloxacin	resistant		1	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	1	1	-
ERR486365	Klebsiella pneumoniae	strong	302	163445	445402	5618947	no	-	ST3041	ciprofloxacin	resistant		8	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	8	8	-
ERR486369	Klebsiella variicola subsp. variicola	strong	270	277976	914351	6121475	no	-	ST1683	ciprofloxacin	resistant		2	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	2	2	-
ERR486370	Klebsiella variicola subsp. variicola	strong	432	162952	402471	5905800	no	-	ST3699	ciprofloxacin	resistant		1	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	1	1	-
ERR486374	Klebsiella variicola subsp. variicola	strong	140	432700	781030	5481202	no	-	ST3716	ciprofloxacin	resistant		1	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	1	1	-
ERR486392	Klebsiella pneumoniae	strong	132	362915	1543642	5544836	no	-	ST70	ciprofloxacin	resistant		4	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	4	4	-
ERR486396	Klebsiella pneumoniae	strong	122	262969	395149	5167014	no	-	ST2876-1LV	ciprofloxacin	resistant		8	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	8	8	-
ERR486399	Klebsiella pneumoniae	strong	115	377288	975291	5564684	no	-	ST336	ciprofloxacin	resistant		8	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	8	8	-
ERR486402	Klebsiella pneumoniae	strong	223	368071	961632	5543726	no	-	ST831	ciprofloxacin	resistant		4	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	4	4	-
ERR486403	Klebsiella pneumoniae	strong	154	377287	1534186	5503434	no	-	ST336	ciprofloxacin	resistant		4	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	4	4	-
ERR486405	Klebsiella pneumoniae	strong	92	389515	1561007	5474178	no	-	ST336	ciprofloxacin	resistant		4	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	4	4	-
ERR486408	Klebsiella pneumoniae	strong	305	188772	352896	5782511	no	-	ST54	ciprofloxacin	resistant		2	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	2	2	-
ERR486409	Klebsiella pneumoniae	strong	323	188773	352895	5861488	no	-	ST54	ciprofloxacin	resistant		1	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	1	1	-
ERR486411	Klebsiella pneumoniae	strong	207	342354	1399169	5649486	no	-	ST70	ciprofloxacin	resistant		4	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	4	4	-
ERR486414	Klebsiella pneumoniae	strong	118	214521	567002	5381167	no	-	ST976	ciprofloxacin	resistant		1	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	1	1	-
ERR486422	Klebsiella pneumoniae	strong	127	341819	771591	5407867	no	-	ST323	ciprofloxacin	resistant		4	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	4	4	-
ERR486429	Klebsiella pneumoniae	strong	128	245410	507694	5323888	no	-	ST215	ciprofloxacin	resistant		2	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	2	2	-
ERR486431	Klebsiella pneumoniae	strong	91	389514	1560720	5490808	no	-	ST336	ciprofloxacin	resistant		4	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	4	4	-
ERR486457	Klebsiella pneumoniae	strong	169	314729	563812	5637904	no	-	ST405	ciprofloxacin	resistant		2	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	2	2	-
ERR486459	Klebsiella pneumoniae	strong	107	265140	759884	5422858	no	-	ST221	ciprofloxacin	resistant		8	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	8	8	-
ERR486469	Klebsiella variicola subsp. variicola	strong	332	197013	537480	5770939	no	-	ST925	ciprofloxacin	resistant		1	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	1	1	-
ERR486472	Klebsiella pneumoniae	strong	150	207663	695607	5548736	no	-	ST1180	ciprofloxacin	resistant		4	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	4	4	-
ERR486506	Klebsiella pneumoniae	strong	234	259698	800131	5653640	no	-	ST42	ciprofloxacin	resistant		1	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	1	1	-
ERR486508	Klebsiella pneumoniae	strong	332	148303	445007	5559598	no	-	ST26	ciprofloxacin	resistant		4	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	4	4	-
ERR486510	Klebsiella pneumoniae	strong	411	169516	405223	5460255	no	-	ST29	ciprofloxacin	resistant		1	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	1	1	-
ERR486517	Klebsiella pneumoniae	strong	135	276939	526560	5583752	no	-	ST3164	ciprofloxacin	resistant		1	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	1	1	-
ERR486764	Klebsiella variicola subsp. variicola	strong	245	212848	959935	5856441	no	-	ST1562	ciprofloxacin	resistant		1	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	1	1	-
ERR486772	Klebsiella pneumoniae	strong	300	277964	1286397	5776014	no	-	ST834	ciprofloxacin	resistant		4	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	4	4	-
ERR486774	Klebsiella pneumoniae	strong	139	382072	981339	5477676	no	-	ST158	ciprofloxacin	resistant		4	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	4	4	-
ERR486775	Klebsiella pneumoniae	strong	119	377289	1478026	5599947	no	-	ST336	ciprofloxacin	resistant		4	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	4	4	-
ERR486785	Klebsiella pneumoniae	strong	387	102093	274674	5571437	no	-	ST27	ciprofloxacin	resistant		4	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	4	4	-
ERR486789	Klebsiella pneumoniae	strong	163	369246	1423235	5419446	no	-	ST560	ciprofloxacin	resistant		4	mg/L	MIC (agar dilution)	EUCAST	2016	Manual			Parkhill	4	4	-
BC-BB411-I	Klebsiella pneumoniae	strong	52	309799	840205	5118548	no	-	ST17	ciprofloxacin	resistant	==	1	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	1	1	-
BC-BB495-I	Klebsiella pneumoniae	strong	99	222520	861421	5397715	no	-	ST17	ciprofloxacin	resistant	>	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	4	4	-
BC-BB667-I	Klebsiella pneumoniae	strong	165	193561	470364	5529629	no	-	ST1855	ciprofloxacin	resistant	==	1	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	1	1	-
ESI-BB0050a-I1	Klebsiella pneumoniae	strong	63	410145	1092464	5325449	no	-	ST711	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESI-BB0800-I1	Klebsiella pneumoniae	strong	117	198342	394135	5298514	no	-	ST37	ciprofloxacin	resistant	>	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	4	4	-
ESI-BB1044b-I1	Klebsiella pneumoniae	strong	150	206169	473128	5454106	no	-	ST37	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESI-BB1076-I1	Klebsiella pneumoniae	strong	74	436720	1019972	5548676	no	-	ST985	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESI-BB1268-I1	Klebsiella pneumoniae	strong	99	705402	1286905	5560190	no	-	ST985	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESI-BB1317a-I1	Klebsiella pneumoniae	strong	94	436720	810802	5556873	no	-	ST985	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
ESI-BB1344b-I1	Klebsiella pneumoniae	strong	88	383508	810802	5548128	no	-	ST985	ciprofloxacin	resistant	==	2	mg/L	MIC (agar dilution)	EUCAST	v9.0				sands2021_BARNARDS	2	2	-
